tax_id,root,below_root,superkingdom,below_superkingdom,below_below_superkingdom,kingdom,subkingdom,phylum,below_phylum,subphylum,below_subphylum,below_below_subphylum,class,below_class,subclass,order,below_order,below_below_order,suborder,family,below_family,genus,below_genus,subgenus,species_group,species_subgroup,below_species_subgroup,species,below_species,subspecies,below_subspecies
1,75,75,75,75,75,75,75,80,80,80,80,80,90,90,90,93,93,93,93,95,95,97,97,97,99,99,99,99,100,100,100
